Time	Voltage
0.000125	0
0.00025	0
0.000375	0
0.0005	0
0.000625	0
0.00075	0
0.000875	0
0.001	0
0.001125	0
0.00125	0
0.001375	0
0.0015	0
0.001625	0
0.00175	0
0.001875	0
0.002	0
0.002125	0
0.00225	0
0.002375	0
0.0025	0
0.002625	0
0.00275	0
0.002875	0
0.003	0
0.003125	0
0.00325	0
0.003375	0
0.0035	0
0.003625	0
0.00375	0
0.003875	0
0.004	0
0.004125	0
0.00425	0
0.004375	0
0.0045	0
0.004625	0
0.00475	0
0.004875	0
0.005	0
0.005125	0
0.00525	0
0.005375	0
0.0055	0
0.005625	0
0.00575	0
0.005875	0
0.006	0
0.006125	0
0.00625	0
0.006375	0
0.0065	0
0.006625	0
0.00675	0
0.006875	0
0.007	0
0.007125	0
0.00725	0
0.007375	0
0.0075	0
0.007625	0
0.00775	0
0.007875	0
0.008	0
0.008125	0
0.00825	0
0.008375	0
0.0085	0
0.008625	0
0.00875	0
0.008875	0
0.009	0
0.009125	0
0.00925	0
0.009375	0
0.0095	0
0.009625	0
0.00975	0
0.009875	0
0.01	0
0.010125	0
0.01025	0
0.010375	0
0.0105	0
0.010625	0
0.01075	0
0.010875	0
0.011	0
0.011125	0
0.01125	0
0.011375	0
0.0115	0
0.011625	0
0.01175	0
0.011875	0
0.012	0
0.012125	0
0.01225	0
0.012375	0
0.0125	0
0.012625	0
0.01275	0
0.012875	0
0.013	0
0.013125	0
0.01325	0
0.013375	0
0.0135	0
0.013625	0
0.01375	0
0.013875	0
0.014	0
0.014125	0
0.01425	0
0.014375	0
0.0145	0
0.014625	0
0.01475	0
0.014875	0
0.015	0
0.015125	0
0.01525	0
0.015375	0
0.0155	0
0.015625	0
0.01575	0
0.015875	0
0.016	0
0.016125	0
0.01625	0
0.016375	0
0.0165	0
0.016625	0
0.01675	0
0.016875	0
0.017	0
0.017125	0
0.01725	0
0.017375	0
0.0175	0
0.017625	0
0.01775	0
0.017875	0
0.018	0
0.018125	0
0.01825	0
0.018375	0
0.0185	0
0.018625	0
0.01875	0
0.018875	0
0.019	0
0.019125	0
0.01925	0
0.019375	0
0.0195	0
0.019625	0
0.01975	0
0.019875	0
0.02	0
0.020125	0
0.02025	0
0.020375	0
0.0205	0
0.020625	0
0.02075	0
0.020875	0
0.021	0
0.021125	0
0.02125	0
0.021375	0
0.0215	0
0.021625	0
0.02175	0
0.021875	0
0.022	0
0.022125	0
0.02225	0
0.022375	0
0.0225	0
0.022625	0
0.02275	0
0.022875	0
0.023	0
0.023125	0
0.02325	0
0.023375	0
0.0235	0
0.023625	0
0.02375	0
0.023875	0
0.024	0
0.024125	0
0.02425	0
0.024375	0
0.0245	0
0.024625	0
0.02475	0
0.024875	0
0.025	0
0.025125	0
0.02525	0
0.025375	0
0.0255	0
0.025625	0
0.02575	0
0.025875	0
0.026	0
0.026125	0
0.02625	0
0.026375	0
0.0265	0
0.026625	0
0.02675	0
0.026875	0
0.027	0
0.027125	0
0.02725	0
0.027375	0
0.0275	0
0.027625	0
0.02775	0
0.027875	0
0.028	0
0.028125	0
0.02825	0
0.028375	0
0.0285	0
0.028625	0
0.02875	0
0.028875	0
0.029	0
0.029125	0
0.02925	0
0.029375	0
0.0295	0
0.029625	0
0.02975	0
0.029875	0
0.03	0
0.030125	0
0.03025	0
0.030375	0
0.0305	0
0.030625	0
0.03075	0
0.030875	0
0.031	-1.19209289550781e-07
0.031125	1.19209289550781e-07
0.03125	-1.19209289550781e-07
0.031375	2.38418579101562e-07
0.0315	-2.38418579101562e-07
0.031625	3.57627868652344e-07
0.03175	-4.76837158203125e-07
0.031875	5.96046447753906e-07
0.032	-7.15255737304688e-07
0.032125	8.34465026855469e-07
